CL,SCL,ORD,Fam,GEN,SP,REF,NEWREF,FAMLAB,GENLAB,SPLAB,COD,DISPCAT,DISP,MEGAFAUNA,AREA,HABIT,FRUIT,COLOR,COMPCOLOR,LENG,DIAM,FRFM,PDM,SDM,SEEDS,SEEDM,RY,KJG,KJFR,PCW,LIP,PRO,NSC,ASH,FIB,REFERENCE,,,Growth habit,Fruit type,Color,CompColor,Disperser type category,Disperser type,Area
Magnoliopsida,Rosidae,Geraniales,Melianthaceae,Bersama,abyssinica,61,8,MELIANTH,Bersama,abyssini,BABY,Birds,,No,Africa,,Aril,,,11.0,8.0,,,,,,,,,,,,,,,"French, K. (1991)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Perebea,xanthochyra,22,18,MORACEAE,Perebea,xanthoch,PXAN,Mixed,,No,NTAmerica,,Berry2,,,,,,,,,,,17.08,,83.0,0.023,0.110,0.791,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,sycomorus,61,8,MORACEAE,Ficus,sycomorus,FSYC,Birds,,No,Africa,,Syconium,,,25.0,25.0,,,,,,,,,,,,,,,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,ovata,31,42,MORACEAE,Ficus,ovata,FOVA,Mixed,,No,Africa,,Syconium,,,,,,,,,,,,,,,0.029,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,stricta,72,25,MORACEAE,Ficus,stricta,FSTR,Mixed,,No,Australasia,,Syconium,,,15.8,15.7,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,trichocarpa,72,25,MORACEAE,Ficus,trichoca,FTRI,Mixed,,No,Australasia,,Syconium,,,15.5,17.5,,,,,,,,,,,,,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Pseudolmedia,oxyphyllaria,34,11,MORACEAE,Pseudolm,oxyphyll,POXY,Mixed,,No,NTAmerica,,Berry2,,,,,,,,,,,14.11,,,0.050,0.078,0.742,0.032,0.096,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,pellucido-punctata,72,25,MORACEAE,Ficus,pellucid,FPEL,Mixed,,No,Australasia,,Syconium,,,17.7,11.6,,,,,,,,,,,,,,,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,subulata,72,25,MORACEAE,Ficus,subulata,FSUB,Mixed,,No,Australasia,,Syconium,,,10.2,10.4,,,,,,,,,,,,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,insipida,21,29,MORACEAE,Ficus,insipida,FINS,Mixed,,No,NTAmerica,,Syconium,,,,,12.350,2.060,0.262,160.0,0.0020,16.7,17.66,36.39,81.1,0.013,0.015,0.908,0.064,,"Beehler, B. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,sp.275,39,3,MORACEAE,Ficus,sp.275,F275,Mixed,,No,Australasia,,Syconium,,,11.0,11.0,,,,,,,,,,,,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,carica,0,17,MORACEAE,Ficus,carica,FCAR,Mixed,Mixed,No,MEurope,Tree,Syconium,Green,Monocolor,33.5,30.6,13.910,1.277,1.327,1215.9,0.0010,9.2,17.20,21.97,81.3,0.023,0.035,0.874,0.019,0.058,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,sp.2,3,46,MORACEAE,Ficus,sp.2,FSP.2,Mixed,,No,NTAmerica,,Syconium,,,,,,,,,,,16.45,,72.9,0.040,0.074,0.790,0.094,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,bracteata,72,25,MORACEAE,Ficus,bracteat,FBRA,Mixed,,No,Australasia,,Syconium,,,18.5,21.5,,,,,,,,,,,,,,,"Beehler, B. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,binnendyckii,72,25,MORACEAE,Ficus,binnendy,FBIN,Mixed,,No,Australasia,,Syconium,,,8.5,7.8,,,,,,,,,,,,,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,exasperata,61,8,MORACEAE,Ficus,exaspera,FEXA,Mixed,,No,Africa,,Syconium,,,11.0,11.0,,,,,,,,,,,,,,,"Frost, P.G.H. (1980)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Treculia,africana,75,35,MORACEAE,Treculia,africana,TAFR,Mixed,,No,Africa,,Syconium,,,,,,,,,,,,,84.8,0.022,0.053,0.201,,0.329,"Sourd, C. and A. Gauthier-Hion (1986)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,depressa,72,25,MORACEAE,Ficus,depressa,FDEP,Mammals,,No,Australasia,,Syconium,,,35.1,26.4,,,,,,,,,,,,,,,"Jordano, P. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,recurvata,75,35,MORACEAE,Ficus,recurvat,FREC,Mixed,,No,Africa,,Syconium,,,,,,,,,,,,,80.6,0.019,0.027,0.375,,0.273,"Beehler, B. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,caulocarpa,72,25,MORACEAE,Ficus,caulocar,FCAU,Mixed,,No,Australasia,,Syconium,,,5.4,5.9,,,,,,,,,,,,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Myrianthus,arboreus,75,35,MORACEAE,Myrianth,arboreus,MYAR,Mixed,,No,Africa,,Syconium,,,,,,,,,,,,,83.5,0.005,0.044,0.091,,0.274,"Rogers, M.E., F. Maisels, E.A. Williamson, M. Fernández and C.E.G. Tutin (1990)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,aurantia,72,25,MORACEAE,Ficus,aurantia,FAUR,Mammals,,No,Australasia,,Syconium,,,69.5,68.4,,,,,,,,,,,,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,nitida,3,46,MORACEAE,Ficus,nitida,FNIT,Mixed,,No,NTAmerica,,Syconium,,,,,0.845,0.082,0.076,,,9.7,16.53,1.36,79.6,0.045,0.064,0.799,0.092,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,yoponensis2,42,30,MORACEAE,Ficus,yoponens1,FYOP2,Mixed,,No,NTAmerica,,Syconium,,,,,,,,,,,18.54,,,,,,0.082,,"Estrada, A., R. Coates-Estrada and C. Vázquez-Yanes (1984)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,sp.202,39,3,MORACEAE,Ficus,sp.202,F202,Mixed,,No,Australasia,,Syconium,,,14.0,14.0,,,,,,,,,,,,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,leptoclada,43,4,MORACEAE,Ficus,leptocla,FLEP,Mixed,,No,Australasia,,Syconium,,,16.0,14.4,1.220,0.149,,,,12.2,,,85.9,0.064,0.173,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,virens1,72,25,MORACEAE,Ficus,virens1,FVIR1,Mixed,,No,Australasia,,Syconium,,,7.0,7.7,,,,,,,,,,,,,,,"Rogers, M.E., F. Maisels, E.A. Williamson, M. Fernández and C.E.G. Tutin (1990)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,kirkii,61,8,MORACEAE,Ficus,kirkii,FKIR,Birds,,No,Africa,,Syconium,,,32.5,32.5,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,variegata,72,25,MORACEAE,Ficus,variegat,FVAR,Mammals,,No,Australasia,,Syconium,,,21.2,18.1,,,,,,,,,,,,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,obliqua,39,3,MORACEAE,Ficus,obliqua,FOBL,Mixed,,No,Australasia,,Syconium,,,6.0,6.0,,,,,,,,,,,,,,,"Rogers, M.E., F. Maisels, E.A. Williamson, M. Fernández and C.E.G. Tutin (1990)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,ingens,61,8,MORACEAE,Ficus,ingens,FING,Birds,,No,Africa,,Syconium,,,11.5,11.5,,,,,,,,,,,,,,,"Atramentowicz, M. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,sumatrana,72,25,MORACEAE,Ficus,sumatran,FSUM,Mixed,,No,Australasia,,Syconium,,,5.7,7.6,,,,,,,,,,,,,,,"Dinerstein, E. (1986)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,sundaica2a,72,25,MORACEAE,Ficus,sundaica,FSU2,Mixed,,No,Australasia,,Syconium,,,14.4,16.7,,,,,,,,,,,,,,,"Thomas, D.W. (1984)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Perebea,guianensis,71,9,MORACEAE,Perebea,guianens,PGUI,Mixed,,No,NTAmerica,,Berry2,,,15.0,13.0,,,,,,,,,,,,,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,broadwayi,60,2,MORACEAE,Ficus,broadway,FBRO,Mixed,,No,NTAmerica,,Syconium,,,20.0,20.5,,,,,,,,,68.6,,0.001,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,delosyce,72,25,MORACEAE,Ficus,delosyce,FDEL,Mixed,,No,Australasia,,Syconium,,,10.1,11.0,,,,,,,,,,,,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,dubia,72,25,MORACEAE,Ficus,dubia,FDUB,Mixed,,No,Australasia,,Syconium,,,28.6,27.6,,,,,,,,,,,,,,,"Rogers, M.E., F. Maisels, E.A. Williamson, M. Fernández and C.E.G. Tutin (1990)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,capensis2,31,42,MORACEAE,Ficus,capensis2,FCAP2,Mixed,,No,Africa,,Syconium,,,,,21.100,,,,,,,,,,0.033,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,cucurbitina,72,25,MORACEAE,Ficus,cucurbit,FCUC,Mixed,,No,Australasia,,Syconium,,,30.9,20.3,,,,,,,,,,,,,,,"Morrison, D.W. (1980)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,sagittata,72,25,MORACEAE,Ficus,sagittat,FSAG,Mixed,,No,Australasia,,Syconium,,,12.0,12.0,,,,,,,,,,,,,,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,crassiuscula,58,7,MORACEAE,Ficus,crassius,FCRA,Mixed,,No,NTAmerica,,Syconium,,,,,,,,,,,8.33,,83.0,0.013,0.027,0.437,,,"Beehler, B. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,sansibarica,61,8,MORACEAE,Ficus,sansibar,FSAN,Mixed,,No,Africa,,Syconium,,,37.5,37.5,,,,,,,,,,,,,,,"Beehler, B. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,pisocarpa,72,25,MORACEAE,Ficus,pisocarp,FPIS,Mixed,,No,Australasia,,Syconium,,,11.6,12.3,,,,,,,,,,,,,,,"Beehler, B. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,parietalis,72,25,MORACEAE,Ficus,parietal,FPAR,Mixed,,No,Australasia,,Syconium,,,14.8,15.4,,,,,,,,,,,,,,,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Trymatococcus,oligandrus,71,9,MORACEAE,Trymatoc,oligandr,TOLI,Mixed,,No,NTAmerica,,Drupe2,,,13.0,13.0,,,,,,,,,,,,,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,heteropleura,72,25,MORACEAE,Ficus,heteropl,FHET,Mixed,,No,Australasia,,Syconium,,,7.6,7.7,,,,,,,,,,,,,,,"Beehler, B. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,macrosperma,75,35,MORACEAE,Ficus,macrospe,FMAC,Mixed,,No,Africa,,Syconium,,,,,,,,,,,,,83.6,0.049,0.043,0.273,,0.274,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,polita,61,8,MORACEAE,Ficus,polita,FPOL,Mixed,,No,Africa,,Syconium,,,35.0,35.0,,,,,,,,,,,,,,,"Beehler, B. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,obscura,72,25,MORACEAE,Ficus,obscura,FOBS,Mixed,,No,Australasia,,Syconium,,,7.1,7.8,,,,,,,,,,,,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,yoponensis1,58,7,MORACEAE,Ficus,yoponens1,FYOP1,Mixed,,No,NTAmerica,,Syconium,,,,,,,,,,,7.74,,87.0,0.025,0.061,0.337,,,"Estrada, A., R. Coates-Estrada and C. Vázquez-Yanes (1984)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,destruens,43,4,MORACEAE,Ficus,destruen,FDES,Mixed,,No,Australasia,,Syconium,,,15.0,12.5,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,capensis1,61,8,MORACEAE,Ficus,capensis1,FCAP1,Birds,,No,Africa,,Syconium,,,35.0,35.0,,,,,,,,,,,,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,consociata,72,25,MORACEAE,Ficus,consocia,FCON,Mixed,,No,Australasia,,Syconium,,,14.3,17.8,,,,,,,,,,,,,,,"Beehler, B. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,grossula,72,25,MORACEAE,Ficus,grossula,FGRO,Mammals,,No,Australasia,,Syconium,,,12.5,12.2,,,,,,,,,,,,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,gnaphalocarpa,22,18,MORACEAE,Ficus,gnaphalo,FGNA,Mixed,,No,NTAmerica,,Syconium,,,,,,,,,,,18.84,,78.5,0.054,0.071,0.875,,,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,velutina,58,7,MORACEAE,Ficus,velutina,FVEL,Mixed,,No,NTAmerica,,Syconium,,,,,,,,,,,3.60,,88.8,0.032,0.079,0.049,,,"Nagy, K.A. and K. Milton (1979)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,stupenda,72,25,MORACEAE,Ficus,stupenda,FSTU,Mixed,,No,Australasia,,Syconium,,,32.4,27.4,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Poulsenia,armata,34,11,MORACEAE,Poulseni,armata,PARM,Mammals,,No,NTAmerica,,Berry2,,,,,,,,,,,16.03,,,0.155,0.079,0.564,0.117,0.116,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Brosimum,alicastrum,34,11,MORACEAE,Brosimum,alicastr,BALI,Mammals,,No,NTAmerica,,Berry2,,,,,,,,,,,14.19,,,0.049,0.072,0.776,0.036,0.068,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,kerkhovenii,72,25,MORACEAE,Ficus,kerkhove,FKER,Mixed,,No,Australasia,,Syconium,,,13.3,11.9,,,,,,,,,,,,,,,"Thomas, D.W. (1984)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Chlorophora,excelsa,31,42,MORACEAE,Chloroph,excelsa,CEXC,Mixed,,No,Africa,,Berry2,,,,,,,,,,,,,,,0.024,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,sp.217,39,3,MORACEAE,Ficus,sp.217,F217,Mixed,,No,Australasia,,Syconium,,,10.0,10.0,,,,,,,,,,,,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,insculpta,39,3,MORACEAE,Ficus,insculpt,FINS,Mixed,,No,Australasia,,Syconium,,,9.0,9.0,,,,,,,,,,,,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,gul,39,3,MORACEAE,Ficus,gul,FGUL,Mixed,,No,Australasia,,Syconium,,,6.0,6.0,,,,,,,,,,,,,,,"Atramentowicz, M. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,vallis-chondae1,61,8,MORACEAE,Ficus,vallis-c1,FVAL1,Birds,,No,Africa,,Syconium,,,42.5,42.5,,,,,,,,,,,,,,,"Atramentowicz, M. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,annulata,72,25,MORACEAE,Ficus,annulata,FANN,Mammals,,No,Australasia,,Syconium,,,28.7,22.2,,,,,,,,,,,,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,punctata,72,25,MORACEAE,Ficus,punctata,FPUN,Mammals,,No,Australasia,,Syconium,,,77.0,70.0,,,,,,,,,,,,,,,"Dinerstein, E. (1986)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,lutea,61,8,MORACEAE,Ficus,lutea,FLUT,Birds,,No,Africa,,Syconium,,,20.0,20.0,,,,,,,,,,,,,,,"Thomas, D.W. (1984)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,sundaica2b,72,25,MORACEAE,Ficus,sundaica,FSU3,Mixed,,No,Australasia,,Syconium,,,19.6,18.3,,,,,,,,,,,,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,vallis-chondae2,31,42,MORACEAE,Ficus,vallis-c2,FVAL2,Mixed,,No,Africa,,Syconium,,,,,,,,,,,,,,,0.026,,,,"Dinerstein, E. (1986)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,odoardi,39,3,MORACEAE,Ficus,odoardi,FODO,Mixed,,No,Australasia,,Syconium,,,28.0,28.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,nymphaefolia,60,2,MORACEAE,Ficus,nymphaef,FNYM,Mixed,,No,NTAmerica,,Syconium,,,20.0,20.5,,,,,,,,,72.3,,0.001,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,tuerckheimii,58,7,MORACEAE,Ficus,tuerckhe,FTUE,Mixed,,No,NTAmerica,,Syconium,,,,,,,,,,,6.03,,81.3,0.010,0.029,0.302,,,"Frost, P.G.H. (1980)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,sinuata,72,25,MORACEAE,Ficus,sinuata,FSIN,Mixed,,No,Australasia,,Syconium,,,4.4,4.0,,,,,,,,,,,,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,sp.371,39,3,MORACEAE,Ficus,sp.371,F371,Mixed,,No,Australasia,,Syconium,,,6.0,6.0,,,,,,,,,,,,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,thonningii,61,8,MORACEAE,Ficus,thonning,FTHO,Mixed,,No,Africa,,Syconium,,,10.0,10.0,,,,,,,,,,,,,,,"Dinerstein, E. (1986)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,sp.1,3,46,MORACEAE,Ficus,sp.1,FSP.1,Mixed,,No,NTAmerica,,Syconium,,,,,,,,,,,16.99,,75.6,0.064,0.065,0.782,0.089,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,sp.3,38,49,MORACEAE,Ficus,sp.3,FSP3,Mixed,,No,NTAmerica,,Syconium,,,,,,0.259,0.017,122.0,,,,,,,,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,virens2,43,4,MORACEAE,Ficus,virens2,FVIR2,Mixed,,No,Australasia,,Syconium,,,9.0,10.0,,,,,,,,,,,,,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,benjamin,72,25,MORACEAE,Ficus,benjamin,FBEN,Mixed,,No,Australasia,,Syconium,,,8.9,7.6,,,,,,,,,,,,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Brosimum,guianense,71,9,MORACEAE,Brosimum,guianens,BGUI,Mixed,,No,NTAmerica,,Drupe2,,,15.0,13.0,,,,,,,,,,,,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,drupacea1,39,3,MORACEAE,Ficus,drupacea1,FDRU1,Mixed,,No,Australasia,,Syconium,,,18.0,18.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,catappaefolia,60,2,MORACEAE,Ficus,catappae,FCAT,Mixed,,No,NTAmerica,,Syconium,,,15.0,20.0,,,,,,,,,,,,,,,"Hladik, A. and C.M. Hladik (1969)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,crassiramea,72,25,MORACEAE,Ficus,crassira,FCRA,Mixed,,No,Australasia,,Syconium,,,20.0,17.5,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,aff.cotinifolia,34,11,MORACEAE,Ficus,aff.coti,FaCO,Mixed,,No,NTAmerica,,Syconium,,,,,,,,,,,13.56,,,0.077,0.081,0.524,0.063,0.256,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,drupacea2,72,25,MORACEAE,Ficus,drupacea2,FDRU2,Mixed,,No,Australasia,,Syconium,,,36.4,27.7,,,,,,,,,,,,,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,cotinifolia,15,23,MORACEAE,Ficus,cotinifo,FCOT,Mixed,,No,NTAmerica,,Syconium,,,9.5,11.6,0.600,0.140,0.027,238.0,0.0003,8.3,16.16,2.26,66.4,0.027,0.053,0.595,0.088,0.237,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,vogelii,10,15,MORACEAE,Ficus,vogelii,FVOG,Mixed,,No,Africa,,Syconium,,,,,5.213,0.610,0.182,400.0,0.0005,11.9,18.29,11.16,84.8,0.033,0.046,0.842,0.079,0.217,"Hladik, A. and C.M. Hladik (1969)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,tonduzii,22,18,MORACEAE,Ficus,tonduzii,FTON,Mixed,,No,NTAmerica,,Syconium,,,,,,,,,,,15.32,,78.0,0.048,0.059,0.701,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,subcordata,72,25,MORACEAE,Ficus,subcorda,FSUB,Mixed,,No,Australasia,,Syconium,,,45.5,34.8,,,,,,,,,,,,,,,"Hladik, A. and C.M. Hladik (1969)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,sundaica1,72,25,MORACEAE,Ficus,sundaica,FSU1,Mixed,,No,Australasia,,Syconium,,,16.6,16.8,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Moraceae,Ficus,natalens,10,15,MORACEAE,Ficus,natalens,FNAT,Mixed,,No,Africa,,Syconium,,,,,1.693,0.125,0.112,400.0,0.0005,7.4,17.16,2.15,86.0,,,,,,"Lambert, F. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Myrtales,Myrtaceae,Psidium,IF-6,75,35,MYRTACEA,Psidium,IF-6,PSI6,Mixed,,No,Africa,,Berry2,,,,,,,,,,,,,75.0,0.057,0.053,0.267,,0.251,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Myrtales,Myrtaceae,Myrcia,fallax,67,24,MYRTACEA,Myrcia,fallax,MFAL,Birds,,No,NTAmerica,,Berry2,,,,5.6,,,,,,,,,,,0.013,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Myrtales,Myrtaceae,Eugenia,acapulcensis,58,7,MYRTACEA,Eugenia,acapulce,EACA,Birds,,No,NTAmerica,,Berry2,,,,,,,,,,,7.53,,75.8,0.029,0.047,0.329,,,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Rosidae,Myrtales,Myrtaceae,Eugenia,nesiotica,3,46,MYRTACEA,Eugenia,nesiotic,ENES,Birds,,No,NTAmerica,,Berry2,,,,,4.200,0.379,1.367,,,9.0,16.91,6.41,82.1,0.016,0.059,0.895,0.030,,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Rosidae,Myrtales,Myrtaceae,Syzygium,guineense2,36,43,MYRTACEA,Syzygium,guineens2,SGUI2,Mixed,,No,Africa,,Drupe1,,,12.0,11.0,1.090,,,1.0,,,15.95,,,0.029,0.036,0.852,0.016,0.067,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Myrtales,Myrtaceae,Eugenia,sp.b,25,45,MYRTACEA,Eugenia,sp.b,ESPB,Birds,,No,NTAmerica,,Berry2,,,,17.0,4.820,0.501,0.463,,,10.4,5.02,2.51,80.0,0.017,0.007,0.180,,,"Dinerstein, E. (1986)",,,,,,,,,
Magnoliopsida,Rosidae,Myrtales,Myrtaceae,Eugenia,uniflora,3,46,MYRTACEA,Eugenia,uniflora,EUNI,Birds,,No,NTAmerica,,Berry2,,,,,,,,,,,17.04,,85.8,0.028,0.056,0.880,0.035,,"Rogers, M.E., F. Maisels, E.A. Williamson, M. Fernández and C.E.G. Tutin (1990)",,,,,,,,,
