CL,SCL,ORD,Fam,GEN,SP,REF,NEWREF,FAMLAB,GENLAB,SPLAB,COD,DISPCAT,DISP,MEGAFAUNA,AREA,HABIT,FRUIT,COLOR,COMPCOLOR,LENG,DIAM,FRFM,PDM,SDM,SEEDS,SEEDM,RY,KJG,KJFR,PCW,LIP,PRO,NSC,ASH,FIB,REFERENCE,,,Growth habit,Fruit type,Color,CompColor,Disperser type category,Disperser type,Area
Magnoliopsida,Rosidae,Malpighiales,Euphorbiaceae,Aporusa,cf.Nigro-punctata,39,3,EUPHORBI,Aporusa,cf.Nigro,ANIG,Birds,,No,Australasia,,Drupe2,,,9.0,9.0,,,,,,,,,,,,,,,"Beehler, B. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Euphorbiaceae,Macaranga,kilimandscharica,61,8,EUPHORBI,Macarang,kilimand,MKIL,Mixed,,No,Africa,,Other,,,7.0,7.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Euphorbiaceae,Sapium,ellipticum,61,8,EUPHORBI,Sapium,elliptic,SELL,Birds,,No,Africa,,Drupe1,,,8.5,7.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Euphorbiaceae,Endospermum,medullosum,39,3,EUPHORBI,Endosper,medullos,EMED,Birds,,No,Australasia,,Drupe1,,,6.0,6.0,,,,,,,,,,,,,,,"Beehler, B. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Euphorbiaceae,Uapaca,paludosa,40,41,EUPHORBI,Uapaca,paludosa,UPAL,Mammals,,No,Africa,,Berry2,,,,,,,,,,,17.99,,77.0,0.055,0.020,0.921,0.004,,"Sourd, C. and A. Gauthier-Hion (1986)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Euphorbiaceae,Glochidion,sp.,39,3,EUPHORBI,Glochidi,sp.,GSP.,Birds,,No,Australasia,,Drupe2,,,3.0,3.0,,,,,,,,,,,,,,,"Beehler, B. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Euphorbiaceae,Breynia,stipitata,43,4,EUPHORBI,Breynia,stipitat,BSTI,Birds,,No,Australasia,,Berry2,,,6.2,7.5,0.200,0.022,,,,11.4,,,84.0,0.444,0.031,,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Euphorbiaceae,Uapaca,nitida,61,8,EUPHORBI,Uapaca,nitida,UNIT,Birds,,No,Africa,,Drupe1,,,16.5,16.5,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Euphorbiaceae,Bridelia,bridelliiflora,61,8,EUPHORBI,Bridelia,bridelli,BBRI,Mixed,,No,Africa,,Drupe1,,,10.0,7.0,,,,,,,,,,,,,,,"Frost, P.G.H. (1980)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Euphorbiaceae,Sapium,integerrimum,36,43,EUPHORBI,Sapium,integerr,SINT,Mammals,,No,Africa,,Berry1,,,19.0,16.0,0.900,,,3.0,,,15.53,,,0.004,0.075,0.844,0.035,0.040,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Euphorbiaceae,Uapaca,sansibarica,61,8,EUPHORBI,Uapaca,sansibar,USAN,Birds,,No,Africa,,Drupe1,,,17.5,17.5,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Euphorbiaceae,Erythroccoca,hirta,61,8,EUPHORBI,Erythroc,hirta,EHIR,Birds,,No,Africa,,Aril,,,6.0,6.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Euphorbiaceae,Croton,sylvaticus,30,8,EUPHORBI,Croton,macrosta,CMAC,Mixed,,No,Africa,,Other,,,,,,,,,,,11.52,,,0.021,0.078,0.550,0.080,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Euphorbiaceae,Macaranga,capensis,61,8,EUPHORBI,Macarang,capensis,MCAP,Mixed,,No,Africa,,Other,,,7.0,7.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Euphorbiaceae,Uapaca,guineensis,75,35,EUPHORBI,Uapaca,guineens,UGUI,Mixed,,No,Africa,,Berry1,,,,,,,,,,,,,67.1,0.008,0.012,0.490,,0.442,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Euphorbiaceae,Homalanthus,populifolius,43,4,EUPHORBI,Homalant,populifo,HPOP,Mixed,,No,Australasia,,Berry2,,,7.8,8.7,0.300,0.045,,,,14.9,,,85.1,,0.088,,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Euphorbiaceae,Antidesma,venosum,36,43,EUPHORBI,Antidesm,venosum,AVEN,Mammals,,No,Africa,,Berry2,,,,,,,,,,,11.89,,,0.021,0.064,0.599,0.175,0.143,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Euphorbiaceae,Croton,macrostachys,61,8,EUPHORBI,Croton,sylvatic,CSYL,Birds,,No,Africa,,Other,,,10.0,10.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Euphorbiaceae,Uapaca,kirkiana,61,8,EUPHORBI,Uapaca,kirkiana,UKIR,Birds,,No,Africa,,Drupe1,,,27.5,27.5,,,,,,,,,,,,,,,"Rogers, M.E., F. Maisels, E.A. Williamson, M. Fernández and C.E.G. Tutin (1990)",,,,,,,,,
Magnoliopsida,Rosidae,Saxifragales,Grossulariaceae,Ribes,viscosissimum,41,33,GROSSULA,Ribes,viscosis,RVIS,Birds,,No,NAmerica,,Berry2,,,,10.2,0.805,0.083,,71.0,,10.3,,,,,,,,,"Piper, J.K. (1986)",,,,,,,,,
Magnoliopsida,Rosidae,Saxifragales,Grossulariaceae,Ribes,hudsonianum,41,33,GROSSULA,Ribes,hudsonia,RHUD,Birds,,No,NAmerica,,Berry2,,,,8.0,0.312,0.028,,35.8,,9.0,16.91,0.47,,0.039,0.043,0.869,0.049,0.074,"Debussche, M., J. Cortez and I. Rimbault (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Saxifragales,Grossulariaceae,Ribes,sp.1,3,46,GROSSULA,Ribes,sp.1,RSP1,Mixed,,No,NAmerica,,Berry2,,,,,,,,,,,16.91,,88.5,0.018,0.072,0.874,0.036,,"Piper, J.K. (1986)",,,,,,,,,
Magnoliopsida,Rosidae,Saxifragales,Grossulariaceae,Ribes,alpinum1,64,5,GROSSULA,Ribes,alpinum1,RALP1,Mixed,,No,NEurope,,Berry2,,,,,,,,,,,,,82.0,0.010,,0.280,,,"Piper, J.K. (1986)",,,,,,,,,
Magnoliopsida,Rosidae,Saxifragales,Grossulariaceae,Ribes,alpinum2,0,17,GROSSULA,Ribes,alpinum2,RALP2,Mixed,,No,MEurope,,Berry1,,,6.4,6.3,0.103,0.019,0.011,3.3,0.0030,18.3,16.70,0.31,74.4,0.029,0.035,0.750,0.047,0.140,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Rosidae,Saxifragales,Grossulariaceae,Ribes,lacustre,41,33,GROSSULA,Ribes,lacustre,RLAC,Birds,,No,NAmerica,,Berry2,,,,8.6,0.393,0.035,,16.5,,8.9,16.98,0.59,,0.041,0.029,0.884,0.046,0.040,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Garryales,Icacinaceae,Mappia,racemosa,25,45,ICACINAC,Mappia,racemosa,MRAC,Mixed,,No,NTAmerica,,Drupe1,,,,17.0,5.900,0.855,0.502,,,14.5,,,77.0,0.012,0.020,,,,"Wheelwright, N.T., W.A. Haber, K.G. Murray and C. Guindon (1984)",,,,,,,,,
Magnoliopsida,Rosidae,Garryales,Icacinaceae,Apodytes,dimidiata,10,15,ICACINAC,Apodytes,dimidiat,ADIM,Mixed,,No,Africa,,Drupe1,,,,,0.295,0.041,0.023,1.0,0.0230,13.9,26.79,1.10,78.3,0.355,0.120,0.442,0.083,0.074,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Garryales,Icacinaceae,Gomphandra,australiana,43,4,ICACINAC,Gomphand,australi,GAUS,Mixed,,No,Australasia,,Drupe1,,,22.5,15.3,4.530,,,,,,,,,,,,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Garryales,Icacinaceae,Apodytes,dimidiata,36,43,ICACINAC,Apodytes,dimidiat,ADIM,Mixed,,No,Africa,,Drupe1,,,8.2,6.4,0.110,,,1.0,,,21.56,,,0.355,0.120,0.368,0.083,0.074,"Frost, P.G.H. (1980)",,,,,,,,,
Magnoliopsida,Rosidae,Garryales,Icacinaceae,Citronella,smithii,43,4,ICACINAC,Citronel,smithii,CSMI,Mixed,,No,Australasia,,Drupe1,,,18.5,13.0,1.700,0.235,,,,13.8,,,76.8,,0.078,,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Linales,Linaceae,Hebepetalum,humiriifolium,71,9,LINACEAE,Hebepeta,humiriif,HHUM,Birds,,No,NTAmerica,,Drupe2,,,9.0,8.0,,,,,,,,,,,,,,,"Restrepo, C. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Loranthaceae,Tapinanthus,bipartitus,61,8,LORANTHA,Tapinant,bipartit,TBIP,Birds,,No,Africa,,Drupe1,,,8.5,5.0,,,,,,,,,,,,,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Loranthaceae,Dendrophtoe,pendens,61,8,LORANTHA,Dendroph,pendens,DPEN,Birds,,No,Africa,,Drupe1,,,10.0,8.0,,,,,,,,,,,,,,,"Godschalk, S.K.B. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Loranthaceae,Cladocolea,lenticellata,59,34,LORANTHA,Cladocol,lenticel,CLEN,Birds,,No,NTAmerica,,Drupe1,,,6.0,4.5,0.021,0.006,0.011,1.0,0.0110,19.8,21.97,0.13,45.5,0.339,0.098,0.396,0.043,0.124,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Loranthaceae,Englerina,inaequilatera,61,8,LORANTHA,Englerin,inaequil,EINA,Birds,,No,Africa,,Drupe1,,,8.5,5.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Loranthaceae,Dendrophtoe,falcata,43,4,LORANTHA,Dendroph,falcata,DFAL,Birds,,No,Australasia,,Drupe1,,,9.2,9.2,0.430,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Loranthaceae,Gaiadendron,poasense,38,49,LORANTHA,Gaiadend,poasense,GPOA,Birds,,No,NTAmerica,,Drupe1,,,10.5,9.9,0.595,0.056,0.061,1.0,0.0610,9.4,,,80.5,,,,,,"Beehler, B. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Loranthaceae,Phragmanthera,usuiensis,61,8,LORANTHA,Phragman,usuiensi,PUSU,Birds,,No,Africa,,Drupe1,,,11.0,8.0,,,,,,,,,,,,,,,"Worthington, A.H. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Loranthaceae,Amylotheca,dictyophleba,43,4,LORANTHA,Amylothe,dictyoph,ADIC,Birds,,No,Australasia,,Drupe1,,,8.7,8.7,0.380,0.030,,,,7.8,,,89.6,0.059,0.069,,,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Loranthaceae,Tapinanthus,subulatus,61,8,LORANTHA,Tapinant,subulatu,TSUB,Birds,,No,Africa,,Drupe1,,,8.5,5.0,,,,,,,,,,,,,,,"Wheelwright, N.T., W.A. Haber, K.G. Murray and C. Guindon (1984)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Loranthaceae,Tapinanthus,leendertziae,26,16,LORANTHA,Tapinant,leendert,TLEE,Birds,,No,Africa,,Drupe1,,,,,0.487,0.064,0.087,,,14.3,25.62,1.64,75.2,0.347,0.091,0.479,0.006,,"Wheelwright, N.T., W.A. Haber, K.G. Murray and C. Guindon (1984)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Malpighiaceae,Byrsonima,obversa,71,9,MALPIGHI,Byrsonim,obversa,BOBV,Mixed,,No,NTAmerica,,Drupe1,,,11.0,11.0,,,,,,,,,,,,,,,"Atramentowicz, M. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Malpighiaceae,Byrsonima,crassifolia,35,48,MALPIGHI,Byrsonim,crassifo,BCRA,Mixed,,No,NTAmerica,,Drupe1,,,,,0.933,0.215,,1.0,,23.0,20.22,4.34,73.1,,0.008,0.021,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Malvales,Malvaceae,Malvaviscus,arboreus,25,45,MALVACEA,Malvavis,arboreus,MARB,Birds,,No,NTAmerica,,Berry2,,,,13.0,0.300,0.024,0.003,,,8.0,,,91.0,,,,,,"Atramentowicz, M. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Malvales,Malvaceae,Durio,zibethinus,65,32,MALVACEA,Durio,zibethin,DZIB,Mammals,,No,Australasia,,Berry2,,,,,,,,,,,18.67,,,0.081,0.028,0.891,,,"Pannell, C.M. and M.J. Koziol (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Malvales,Malvaceae,Cola,lizae,75,35,MALVACEA,Cola,lizae,CLIZ,Mixed,,No,Africa,,Drupe1,,,,,,,,,,,,,,0.003,0.039,0.584,,0.165,"Rogers, M.E., F. Maisels, E.A. Williamson, M. Fernández and C.E.G. Tutin (1990)",,,,,,,,,
Magnoliopsida,Rosidae,Malvales,Malvaceae,Grewia,flava,36,43,MALVACEA,Grewia,flava,GFLA,Mammals,,No,Africa,,Berry1,,,,,,,,3.0,,,13.73,,,0.015,0.090,0.697,0.042,0.156,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Malvales,Malvaceae,Grewia,villosa,36,43,MALVACEA,Grewia,villosa,GVIL,Mammals,,No,Africa,,Berry1,,,,,,,,3.0,,,14.69,,,0.007,0.109,0.754,0.067,0.063,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Malvales,Malvaceae,Grewia,retinervis,36,43,MALVACEA,Grewia,retinerv,GRET,Mammals,,No,Africa,,Berry1,,,,,,,,3.0,,,13.40,,,0.003,0.053,0.740,0.034,0.171,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Malvales,Malvaceae,Grewia,occidentalis,36,43,MALVACEA,Grewia,occident,GOCC,Mammals,,No,Africa,,Berry1,,,11.8,11.6,0.650,,,3.0,,,12.35,,,0.016,0.043,0.658,0.029,0.254,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Malvales,Malvaceae,Hampea,appendiculata,25,45,MALVACEA,Hampea,appendic,HAPP,Birds,,No,NTAmerica,,Berry2,,,,11.0,0.500,0.080,0.143,,,16.0,6.15,0.49,56.0,0.003,0.007,0.352,,,"Dinerstein, E. (1986)",,,,,,,,,
Magnoliopsida,Rosidae,Malvales,Malvaceae,Cola,greenwayi,61,8,MALVACEA,Cola,greenway,CGRE,Mixed,,No,Africa,,Berry1,,,14.5,14.5,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Malvales,Malvaceae,Dombeya,torrida,61,8,MALVACEA,Dombeya,torrida,DTOR,Birds,,No,Africa,,Other,,,7.0,7.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Malvales,Malvaceae,Grewia,flavescens,36,43,MALVACEA,Grewia,flavesce,GFLV,Mammals,,No,Africa,,Berry1,,,,,,,,3.0,,,7.45,,,0.002,0.047,0.395,0.031,0.526,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Myrtales,Melastomataceae,Miconia,sp.2,38,49,MELASTOM,Miconia,sp.2,MSP2,Birds,,No,NTAmerica,,Berry2,,,4.5,4.5,0.036,0.007,0.004,38.0,0.0000,19.8,,,71.2,,,,,,"Pannell, C.M. and M.J. Koziol (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Myrtales,Melastomataceae,Conostegia,bernoulliana,58,7,MELASTOM,Conosteg,bernoull,CBER,Birds,,No,NTAmerica,,Berry2,,,,,,,,,,,6.86,,89.3,0.003,0.031,0.368,,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Magnoliopsida,Rosidae,Myrtales,Melastomataceae,Mouriri,nervosa,71,9,MELASTOM,Mouriri,sagotian,MSAG,Birds,,No,NTAmerica,,Berry2,,,15.0,15.0,,,,,,,,,,,,,,,"Pannell, C.M. and M.J. Koziol (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Myrtales,Melastomataceae,Miconia,sp.1,3,46,MELASTOM,Miconia,sp.1,MSP.1,Birds,,No,NTAmerica,,Berry2,,,,,,,,,,,17.54,,75.0,0.075,0.045,0.814,0.066,,"Beehler, B. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Myrtales,Melastomataceae,Mouriri,parvifolia,60,2,MELASTOM,Mouriri,nervosa,MNER,Mixed,,No,NTAmerica,,Berry2,,,15.0,17.0,,,,,,,14.48,,66.6,,0.002,0.850,,,"Pannell, C.M. and M.J. Koziol (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Myrtales,Melastomataceae,Miconia,bipulifera,38,49,MELASTOM,Miconia,bipulife,MBIP,Birds,,No,NTAmerica,,Berry2,,,5.2,5.3,0.087,0.008,0.002,16.0,0.0001,8.9,13.98,0.11,93.7,0.035,0.069,0.674,0.072,,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Rosidae,Myrtales,Melastomataceae,Mouriri,sagotiana,3,46,MELASTOM,Mouriri,parvifol,MPAR,Mixed,,No,NTAmerica,,Berry2,,,,,0.238,0.089,0.022,,,37.4,17.75,1.58,56.4,0.062,0.038,0.866,0.034,,"Pannell, C.M. and M.J. Koziol (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Myrtales,Melastomataceae,Bellucia,grossularioides,60,2,MELASTOM,Bellucia,grossula,BGRO,Mixed,,No,NTAmerica,,Berry2,,,20.0,30.5,,,,,,,14.94,,73.6,,0.022,0.856,,,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Rosidae,Myrtales,Melastomataceae,Henrietta,succosa,60,2,MELASTOM,Henriett,succosa,HSUC,Mixed,,No,NTAmerica,,Berry2,,,14.0,12.0,,,,,,,,,,,,,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Myrtales,Melastomataceae,Loreya,mespiloides,60,2,MELASTOM,Loreya,mespiloi,LMES,Mixed,,No,NTAmerica,,Berry2,,,20.0,18.0,,,,,,,,,,,,,,,"Atramentowicz, M. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Lansium,domesticum,65,32,MELIACEA,Lansium,domestic,LDOM,Birds,,No,Australasia,,Aril,,,,,,,,,,,19.42,,,0.115,0.019,0.866,,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Trichilia,cf.Quadrijuga,71,9,MELIACEA,Trichili,cf.Quadr,TQUA,Birds,,No,NTAmerica,,Aril,,,22.0,10.0,,,,,,,,,,,,,,,"Frost, P.G.H. (1980)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Trichilia,dregeana1,36,43,MELIACEA,Trichili,dregeana1,TDRE,Birds,,No,Africa,,Aril,,,24.0,11.3,1.380,,,5.0,,,,,,,,,,,"Sourd, C. and A. Gauthier-Hion (1986)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Dysoxylum,oppositifolium,43,4,MELIACEA,Dysoxylu,oppositi,DOPP,Birds,,No,Australasia,,Aril,,,15.8,10.3,1.000,0.139,,,,13.9,,,57.0,,0.033,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Chisocheton,weinlandii,39,3,MELIACEA,Chisoche,weinland,CWEI,Birds,,No,Australasia,,Aril,,,10.0,10.0,,,,,,,,,,,,,,,"Frost, P.G.H. (1980)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Trichilia,gilgiana,40,41,MELIACEA,Trichili,gilgiana,TGIL,Birds,,No,Africa,,Aril,,,,,,,,,,,19.17,,60.0,0.105,0.045,0.845,0.005,,"Johnson, R.A., M.F. Willson, J.N. Thompson and R.I. Bertin (1985)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Aglaia,sp.2,65,32,MELIACEA,Aglaia,sp.2,ASP2,Mixed,,No,Australasia,,Aril,,,,,,,,,,,25.45,,,0.377,0.007,0.616,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Aglaia,oligocarpa,65,32,MELIACEA,Aglaia,oligocar,AOLI,Mixed,,No,Australasia,,Aril,,,,,,,,,,,30.72,,,0.606,0.006,0.388,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Ekebergia,capensis2,36,43,MELIACEA,Ekebergi,capensis2,ECAP2,Birds,,No,Africa,,Aril,,,19.7,16.2,1.440,,,,,,15.86,,,0.087,0.221,0.531,0.063,0.099,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Ekebergia,capensis1,10,15,MELIACEA,Ekebergi,capensis1,ECAP1,Birds,,No,Africa,,Aril,,,,,1.854,0.367,0.104,4.0,0.0260,19.8,20.72,7.61,74.6,0.086,0.216,0.635,0.063,0.098,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Aglaia,elliptica,65,32,MELIACEA,Aglaia,elliptic,AELL,Mammals,,No,Australasia,,Aril,,,,,,,,,,,17.41,,,0.028,0.012,0.960,,,"Beehler, B. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Aglaia,korthalsii,65,32,MELIACEA,Aglaia,korthals,AKOR,Mammals,,No,Australasia,,Aril,,,,,,,,,,,19.80,,,0.128,0.048,0.824,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Trichilia,cuneata2,38,49,MELIACEA,Trichili,cuneata2,TCUN2,Birds,,No,NTAmerica,,Aril,,,,,0.219,0.091,0.117,1.0,0.1170,41.6,35.16,3.20,5.1,0.794,0.178,0.013,0.015,,"Sourd, C. and A. Gauthier-Hion (1986)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Trichilia,emetica2,36,43,MELIACEA,Trichili,emetica2,TEME1,Birds,,No,Africa,,Aril,,,20.1,12.6,0.580,,,,,,24.28,,,0.469,0.085,0.310,0.035,0.104,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Dysoxylum,micranthum,43,4,MELIACEA,Dysoxylu,micranth,DMIC,Birds,,No,Australasia,,Aril,,,10.8,7.4,,,,,,,,,,,,,,,"Pannell, C.M. and M.J. Koziol (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Dysoxylum,aff.klanderi,43,4,MELIACEA,Dysoxylu,aff.klan,DKLA,Birds,,No,Australasia,,Aril,,,28.5,20.0,7.500,0.451,,,,6.0,,,38.0,0.602,0.061,,,,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Melia,azedarach,43,4,MELIACEA,Melia,azedarac,MAZE,Mixed,,No,Australasia,,Drupe1,,,16.0,12.0,1.190,0.273,,,,23.0,,,62.9,0.046,0.063,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Trichilia,sp.1,40,41,MELIACEA,Trichili,sp.1,TSP1,Birds,,No,Africa,,Aril,,,,,,,,,,,23.36,,76.0,0.290,0.045,0.655,0.010,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Trichilia,dregeana2,61,8,MELIACEA,Trichili,dregeana2,TDEG,Birds,,No,Africa,,Aril,,,15.0,10.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Aglaia,teysmanniana,65,32,MELIACEA,Aglaia,teysmann,ATEY,Birds,,No,Australasia,,Aril,,,,,,,,,,,23.19,,,0.276,0.051,0.673,,,"Pannell, C.M. and M.J. Koziol (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Lepidotrichilia,volkensii,61,8,MELIACEA,Lepidotr,volkensi,LVOL,Birds,,No,Africa,,Drupe1,,,10.5,10.5,,,,,,,,,,,,,,,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Aglaia,cf.Versteeghi,39,3,MELIACEA,Aglaia,cf.Verst,AVER,Birds,,No,Australasia,,Aril,,,16.0,7.0,,,,,,,,,,,,,,,"Pannell, C.M. and M.J. Koziol (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Trichilia,emetica1,10,15,MELIACEA,Trichili,emetica1,TEME1,Birds,,No,Africa,,Aril,,,,,0.924,0.236,0.163,1.0,0.1630,25.1,28.67,6.77,57.6,0.469,0.085,0.415,0.031,0.104,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Trichilia,cuneata1,16,13,MELIACEA,Trichili,cuneata1,TCUN1,Birds,,No,NTAmerica,,Aril,,,,,0.596,0.103,0.094,3.2,0.0290,17.3,30.77,3.05,53.7,0.597,0.151,0.223,0.032,0.039,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Dysoxylum,cf.Macrothyrsum,39,3,MELIACEA,Dysoxylu,cf.Macro,DMAC,Birds,,No,Australasia,,Aril,,,12.0,6.0,,,,,,,,,,,,,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Aglaia,speciosa,65,32,MELIACEA,Aglaia,speciosa,ASPE,Mammals,,No,Australasia,,Aril,,,,,,,,,,,19.34,,,0.110,0.021,0.869,,,"Beehler, B. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Meliaceae,Guarea,kunthiana,71,9,MELIACEA,Guarea,kunthian,GKUN,Birds,,No,NTAmerica,,Aril,,,16.0,14.0,,,,,,,,,,,,,,,"Foster, M.S. and R.W. McDiarmid (1983)",,,,,,,,,
