cno,dat,ddm,gno,cid,tin,dmr1,dmr2,month,interval,cum.wt,cum.time
20,12/9/2019,12/19/2019,5.2,IC7,4,NA,0,Dec-19,10,0.27,40
20,12/9/2019,12/19/2019,4.2,IC8,1,NA,0.4,Dec-19,10,0.4,10
20,12/9/2019,12/19/2019,4.2,IC8,2,NA,0.06,Dec-19,10,0.46,20
20,12/9/2019,12/19/2019,4.2,IC8,3,NA,0.04,Dec-19,10,0.5,30
20,12/9/2019,12/19/2019,4.2,IC8,4,NA,0.02,Dec-19,10,0.52,40
20,12/9/2019,12/19/2019,3.2,IC9,1,NA,0.42,Dec-19,10,0.42,10
20,12/9/2019,12/19/2019,3.2,IC9,2,NA,0.09,Dec-19,10,0.51,20
20,12/9/2019,12/19/2019,3.2,IC9,3,NA,0.05,Dec-19,10,0.56,30
20,12/9/2019,12/19/2019,3.2,IC9,4,NA,0.03,Dec-19,10,0.59,40
20,12/9/2019,12/19/2019,2.2,IC10,1,NA,0.16,Dec-19,10,0.16,10
20,12/9/2019,12/19/2019,2.2,IC10,2,NA,0.03,Dec-19,10,0.19,20
20,12/9/2019,12/19/2019,2.2,IC10,3,NA,0.02,Dec-19,10,0.21,30
20,12/9/2019,12/19/2019,2.2,IC10,4,NA,0,Dec-19,10,0.21,40
20,12/10/2019,12/19/2019,1.2,IC11,1,NA,0.57,Dec-19,10,0.57,10
20,12/10/2019,12/19/2019,1.2,IC11,2,NA,0.05,Dec-19,10,0.62,20
20,12/10/2019,12/19/2019,1.2,IC11,3,NA,0.07,Dec-19,10,0.69,30
20,12/10/2019,12/19/2019,1.2,IC11,4,NA,0.03,Dec-19,10,0.72,40
20,12/10/2019,12/19/2019,0.2,IC12,1,NA,0.56,Dec-19,10,0.56,10
20,12/10/2019,12/19/2019,0.2,IC12,2,NA,0.1,Dec-19,10,0.66,20
20,12/10/2019,12/19/2019,0.2,IC12,3,NA,0.04,Dec-19,10,0.7,30
20,12/10/2019,12/19/2019,0.2,IC12,4,NA,0.02,Dec-19,10,0.72,40
20,12/10/2019,12/19/2019,2.3,IC13,1,NA,0.25,Dec-19,10,0.25,10
20,12/10/2019,12/19/2019,2.3,IC13,2,NA,0.05,Dec-19,10,0.3,20
20,12/10/2019,12/19/2019,2.3,IC13,3,NA,0.03,Dec-19,10,0.33,30
20,12/10/2019,12/19/2019,2.3,IC13,4,NA,0.01,Dec-19,10,0.34,40
20,12/10/2019,12/19/2019,3.3,IC14,1,NA,0.32,Dec-19,10,0.32,10
20,12/10/2019,12/19/2019,3.3,IC14,2,NA,0.05,Dec-19,10,0.37,20
20,12/10/2019,12/19/2019,3.3,IC14,3,NA,0.02,Dec-19,10,0.39,30
20,12/10/2019,12/19/2019,3.3,IC14,4,NA,0,Dec-19,10,0.39,40
20,12/10/2019,12/19/2019,4.3,IC15,1,NA,0.66,Dec-19,10,0.66,10
20,12/10/2019,12/19/2019,4.3,IC15,2,NA,0.16,Dec-19,10,0.82,20
20,12/10/2019,12/19/2019,4.3,IC15,3,NA,0.07,Dec-19,10,0.89,30
20,12/10/2019,12/19/2019,4.3,IC15,4,NA,0.04,Dec-19,10,0.93,40
20,12/10/2019,12/19/2019,5.3,IC16,1,NA,0.45,Dec-19,10,0.45,10
20,12/10/2019,12/19/2019,5.3,IC16,2,NA,0.03,Dec-19,10,0.48,20
20,12/10/2019,12/19/2019,5.3,IC16,3,NA,0.03,Dec-19,10,0.51,30
20,12/10/2019,12/19/2019,5.3,IC16,4,NA,0.02,Dec-19,10,0.53,40
