date,Region.Label,location.id,transect.id,Effort,replications,Total.Effort,Area,latitude,longitude,climate,habitat,common.name,number,activity,micro.habitat,distance,height
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-5,1,2,0.5,281.5,11°35.689'N,92°32.698' E,Sunny,Littoral,Andaman Orange-headed Thrush,2,feeding,Ground,10,0
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-5,1,2,0.5,281.5,11°35.689'N,92°32.698' E,Sunny,Littoral,Andaman Black-naped Monarch-Flycatcher,2,Flying,Herb,4,1
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-5,1,2,0.5,281.5,11°35.689'N,92°32.698' E,Sunny,Littoral,Andaman Emerald Dove,1,feeding,Tree,12,2
7/19/2019,Alexandra Island,IN-AN-11 ,IN-AN-MGMNP-2,1,1,1,281.5,11°35.107'N,92°36.186' E,Dusky,Mangrove,Asian Brown Flycatcher,2,Feeding,Tree,6,
7/19/2019,Alexandra Island,IN-AN-11 ,IN-AN-MGMNP-2,1,1,1,281.5,11°35.107'N,92°36.186' E,Dusky,Mangrove,Andaman Freckle-breasted Woodpecker,2,Pecking,Tree,13,
7/19/2019,Alexandra Island,IN-AN-11 ,IN-AN-MGMNP-2,1,1,1,281.5,11°35.107'N,92°36.186' E,Dusky,Mangrove,Andaman Woodpecker,1,Pecking,Tree,23,
7/19/2019,Alexandra Island,IN-AN-11 ,IN-AN-MGMNP-2,1,1,1,281.5,11°35.107'N,92°36.186' E,Dusky,Mangrove,Andaman Racket tailed Drongo,4,Flying,Tree,8,
7/19/2019,Alexandra Island,IN-AN-11 ,IN-AN-MGMNP-2,1,1,1,281.5,11°35.107'N,92°36.186' E,Dusky,Mangrove,Andaman Emerald Dove,4,Flying,Tree,12,
7/19/2019,Alexandra Island,IN-AN-11 ,IN-AN-MGMNP-2,1,1,1,281.5,11°35.107'N,92°36.186' E,Dusky,Mangrove,Asian Fairy-Bluebird,3,Feeding,Tree,20,
7/19/2019,Alexandra Island,IN-AN-11 ,IN-AN-MGMNP-2,1,1,1,281.5,11°35.107'N,92°36.186' E,Dusky,Mangrove,Indian Hanging Parrot,2,Feeding,Tree,18,
7/19/2019,Alexandra Island,IN-AN-11 ,IN-AN-MGMNP-2,1,1,1,281.5,11°35.107'N,92°36.186' E,Dusky,Mangrove,Andaman Collared Kingfisher,1,Wing Stretching,Tree,22,
7/19/2019,Alexandra Island,IN-AN-11 ,IN-AN-MGMNP-2,1,1,1,281.5,11°35.107'N,92°36.186' E,Dusky,Mangrove,Red Collared-Dove,3,Resting,Tree,13,
7/19/2019,Alexandra Island,IN-AN-11 ,IN-AN-MGMNP-2,1,1,1,281.5,11°35.107'N,92°36.186' E,Dusky,Mangrove,Andaman Black-naped Oriole,2,Feeding,Tree,15,1
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-5,1,2,0.5,281.5,11°35.689'N,92°32.698' E,Sunny,Littoral,Andaman Serpent-Eagle,1,Calling,Tree,10,3
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-5,1,2,0.5,281.5,11°35.689'N,92°32.698' E,Sunny,Littoral,Blue-eared Kingfisher,2,Flying,Tree,6,1
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-6,1,2,1,281.5,11°35.689'N,92°32.698' E,Sunny,Mudflat,Common Redshank,19,Resting,Mudflat,13,0
4/16/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-6,1,2,1,281.5,11°35.689'N,92°32.698' E,Sunny,Mudflat,Little Egret,1,Feeding,Water Edge,15,
4/16/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-6,1,2,1,281.5,11°35.689'N,92°32.698' E,Sunny,Mudflat,Great Egret,3,Feeding,Water Edge,15,
4/16/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-6,1,2,1,281.5,11°35.689'N,92°32.698' E,Sunny,Mudflat,Intermediate Egret,2,Calling,Tree,15,
4/16/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-6,1,2,1,281.5,11°35.689'N,92°32.698' E,Sunny,Mudflat,Chinese Pond-Heron,5,Feeding,Water Edge,15,
4/16/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-6,1,2,1,281.5,11°35.689'N,92°32.698' E,Sunny,Mudflat,Yellow Bittern,2,Feeding,Water Edge,15,
4/16/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-6,1,2,1,281.5,11°35.689'N,92°32.698' E,Sunny,Mudflat,Cinnamon Bittern,1,Feeding,Water Edge,15,
4/16/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-6,1,2,1,281.5,11°35.689'N,92°32.698' E,Sunny,Mudflat,Lesser Whistling-Duck,2,Feeding,Shallow Water ,15,
4/16/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-6,1,2,1,281.5,11°35.689'N,92°32.698' E,Sunny,Mudflat,Andaman Slaty-breasted Rail,2,Calling,Tree,15,
4/16/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-6,1,2,1,281.5,11°35.689'N,92°32.698' E,Sunny,Mudflat,Watercock,1,Feeding,Shallow Water ,15,
4/16/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-6,1,2,1,281.5,11°35.689'N,92°32.698' E,Sunny,Mudflat,Eurasian Moorhen,6,Feeding,Shallow Water ,15,
4/16/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-6,1,2,1,281.5,11°35.689'N,92°32.698' E,Sunny,Mudflat,Pacific Golden-Plover,19,Feeding,Shallow Water ,15,
4/16/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-6,1,2,1,281.5,11°35.689'N,92°32.698' E,Sunny,Mudflat,Pintail Snipe,3,Feeding,Shallow Water ,15,
4/16/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-6,1,2,1,281.5,11°35.689'N,92°32.698' E,Sunny,Coastal,Eurasian Whimbrel,15,Resting,Mudflat,15,
4/16/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-6,1,2,1,281.5,11°35.689'N,92°32.698' E,Sunny,Coastal,Eurasian Curlew,5,Resting,Mudflat,15,
4/16/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-6,1,2,1,281.5,11°35.689'N,92°32.698' E,Sunny,Mudflat,Wood Sandpiper,2,Resting,Mudflat,15,
4/16/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-6,1,2,1,281.5,11°35.689'N,92°32.698' E,Sunny,Mudflat,Oriental Pratincole,2,Resting,Mudflat,15,
4/16/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-6,1,2,1,281.5,11°35.689'N,92°32.698' E,Sunny,Coastal,Heuglin’s Gull ,1,Calling,Tree,15,
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Andaman Large Cuckoo-Shrike,2,feeding,Tree,10,2
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Violet Cuckoo,2,Calling,Tree,13,4
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Andaman Red-Cheeked Parakeet,15,Calling,Tree,10,4
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Chestnut headed Bee-eater,2,Flying,Tree,12,3
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Andaman Black-naped Oriole,2,Calling,Tree,8,3
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,White-Breasted Woodswallow,2,Flying,Tree,13,4
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Andaman Green-Pigeon,14,Flying,Tree,10,6
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Oriental Magpie-Robin,2,Calling,Tree,8,3
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Andaman Olive backed Sunbird,2,feeding,Tree,12,3
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Andaman Glossy Starling,2,Flying,Tree,16,3
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Indian Hanging Parrot,2,Resting,Eletric Wire,8,3
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Andaman White-headed Starling,5,Flying,Tree,12,2
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Andaman Coucal,2,Calling,Tree,10,2
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Andaman Green-Pigeon,2,feeding,Tree,13,10
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Andaman Shama,1,Calling,Tree,8,7
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Andaman Green-Imperial Pigeon,3,feeding,Tree,12,6
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Mangrove,Common Kingfisher,1,Calling,Tree,13,5
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Andaman Collared Kingfisher,3,Calling,Tree,13,5
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Andaman Woodpecker,2,Pecking,Tree,20,10
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Andaman Crested Serpent-Eagle,1,Flying,Tree,12,3
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Andaman Bulbul,2,Calling,Tree,10,3
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Andaman Shama,2,feeding,Tree,8,1
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Andaman Nightjar,2,Resting,Ground,4,0
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Andaman Black-naped Oriole,2,Flying,Tree,8,2
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Andaman Green-Imperial Pigeon,3,feeding,Tree,10,6
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Dusky Warbler,1,Calling,Herb,4,1
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Andaman Black-naped Monarch-Flycatcher,2,feeding,Herb,3,1
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,2,281.5,11°35.633'N,92°32.643' E,Sunny,Deciduous,Andaman Red-Cheeked Parakeet,8,feeding,Tree,15,4
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,1.5,281.5,11°35.689'N,92°32.698' E,Dark,Littoral,Andaman Oriental Scops-Owl,4,Calling,Tree,10,2
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,1.5,281.5,11°35.689'N,92°32.698' E,Dark,Littoral,Andaman Boobook,2,Calling,Tree,8,1
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,1.5,281.5,11°35.689'N,92°32.698' E,Dark,Littoral,Hume’s Boobook,2,Calling,Tree,6,1
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-7,2,2,1.5,281.5,11°35.689'N,92°32.698' E,Dark,Littoral,Andaman Nightjar,4,Calling,Ground,3,0
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-8,1.5,1,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Emerald Dove,2,feeding,Ground,10,0
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-8,1.5,1,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Stork-billed Kingfisher,2,feeding,Tree,12,5
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-8,1.5,1,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Freckle-breasted Woodpecker,2,Pecking,bark,10,4
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-8,1.5,1,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Mangrove,Ruddy Kingfisher,1,Calling,Tree,15,2
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-9,1.5,2,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Orange-headed Thrush,2,feeding,Ground,4,0
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-9,1.5,2,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Blue-eared Kingfisher,1,feeding,Tree,12,1
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-9,1.5,2,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman White-headed Starling,3,feeding,Tree,10,3
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-9,1.5,2,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Grey Wagtail,2,Flying,Water Edge,13,0
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-9,1.5,2,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Mudflat,Western Yellow Wagtail,4,feeding,Tree,8,2
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-9,1.5,2,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Green-Imperial Pigeon,6,Calling,Tree,12,4
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-9,1.5,2,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Green-Pigeon,3,Resting,Tree,15,4
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-9,1.5,2,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Red-Cheeked Parakeet,8,Calling,Tree,22,12
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-9,1.5,2,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Shama,3,feeding,Herb,4,1
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-9,1.5,2,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Oriental Magpie-Robin,4,Calling,Tree,12,1
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-9,1.5,2,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Black-naped Oriole,2,Resting,Tree,8,2
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-9,1.5,2,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Collared Kingfisher,2,Flying,Tree,12,4
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-9,1.5,2,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Coucal,2,Calling,Herb,6,1
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-9,1.5,2,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Large Cuckoo-Shrike,3,feeding,Tree,9,3
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-9,1.5,2,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Glossy Starling,14,feeding,Tree,10,5
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-9,1.5,2,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Indian Hanging Parrot,3,Calling,Tree,12,5
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-9,1.5,2,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Black-naped Monarch-Flycatcher,2,Calling,Tree,10,4
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-9,1.5,2,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Shama,2,Flying,Tree,8,1
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-9,1.5,2,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman White-breasted Waterhen,4,walking,Ground,6,0
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-9,1.5,2,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Racket tailed Drongo,4,Calling,Tree,4,1
4/15/2019,Tarmuli Island,IN-AN-11 ,IN-AN-MGMNP-9,1.5,2,1.5,281.5,11°35.769'N,92°32.582' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Olive backed Sunbird,2,Flying,Tree,3,1
4/15/2019,Tarmuli Island-Mummy Dera,IN-AN-11 ,IN-AN-MGMNP-10,1.5,1,1.5,281.5,11°36.168'N,92°32.475' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Flowerpecker,2,Calling,Tree,5,1
4/15/2019,Tarmuli Island-Mummy Dera,IN-AN-11 ,IN-AN-MGMNP-10,1.5,1,1.5,281.5,11°36.168'N,92°32.475' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Cuckoo-Dove,3,feeding,Tree,12,2
4/15/2019,Tarmuli Island-Mummy Dera,IN-AN-11 ,IN-AN-MGMNP-10,1.5,1,1.5,281.5,11°36.168'N,92°32.475' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Red-Cheeked Parakeet,4,Calling,Tree,13,5
4/15/2019,Tarmuli Island-Mummy Dera,IN-AN-11 ,IN-AN-MGMNP-10,1.5,1,1.5,281.5,11°36.168'N,92°32.475' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Green-Imperial Pigeon,3,Calling,Tree,10,5
4/15/2019,Tarmuli Island-Mummy Dera,IN-AN-11 ,IN-AN-MGMNP-10,1.5,1,1.5,281.5,11°36.168'N,92°32.475' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Coucal,2,feeding,Tree,5,1
4/15/2019,Tarmuli Island-Mummy Dera,IN-AN-11 ,IN-AN-MGMNP-10,1.5,1,1.5,281.5,11°36.168'N,92°32.475' E,Clear Sky,Evergreen/Semi-Evergreen,Red-whiskered Bulbul,4,Calling,Herb,6,1
4/15/2019,Tarmuli Island-Mummy Dera,IN-AN-11 ,IN-AN-MGMNP-10,1.5,1,1.5,281.5,11°36.168'N,92°32.475' E,Clear Sky,Evergreen/Semi-Evergreen,Brown Shrike,1,Flying,Tree,12,4
4/15/2019,Tarmuli Island-Mummy Dera,IN-AN-11 ,IN-AN-MGMNP-10,1.5,1,1.5,281.5,11°36.168'N,92°32.475' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Green-Pigeon,4,Calling,Tree,8,2
4/15/2019,Tarmuli Island-Mummy Dera,IN-AN-11 ,IN-AN-MGMNP-10,1.5,1,1.5,281.5,11°36.168'N,92°32.475' E,Clear Sky,Evergreen/Semi-Evergreen,Eastern Jungle Crow,2,Calling,Tree,6,1
4/15/2019,Tarmuli Island-Mummy Dera,IN-AN-11 ,IN-AN-MGMNP-10,1.5,1,1.5,281.5,11°36.168'N,92°32.475' E,Clear Sky,Evergreen/Semi-Evergreen,Asian Fairy-Bluebird,2,feeding,Tree,4,2
4/15/2019,Tarmuli Island-Mummy Dera,IN-AN-11 ,IN-AN-MGMNP-10,1.5,1,1.5,281.5,11°36.168'N,92°32.475' E,Clear Sky,Evergreen/Semi-Evergreen,Indian Hanging Parrot,2,Flying,Tree,8,3
4/15/2019,Tarmuli Island-Mummy Dera,IN-AN-11 ,IN-AN-MGMNP-10,1.5,1,1.5,281.5,11°36.168'N,92°32.475' E,Clear Sky,Evergreen/Semi-Evergreen,White-throated Kingfisher,1,Calling,Tree,6,1
4/15/2019,Tarmuli Island-Mummy Dera,IN-AN-11 ,IN-AN-MGMNP-10,1.5,1,1.5,281.5,11°36.168'N,92°32.475' E,Clear Sky,Evergreen/Semi-Evergreen,Small Minivet,6,Flying,Tree,16,3
4/15/2019,Tarmuli Island-Mummy Dera,IN-AN-11 ,IN-AN-MGMNP-10,1.5,1,1.5,281.5,11°36.168'N,92°32.475' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Shama,1,Calling,Tree,4,1
4/15/2019,Tarmuli Island-Mummy Dera,IN-AN-11 ,IN-AN-MGMNP-10,1.5,1,1.5,281.5,11°36.168'N,92°32.475' E,Clear Sky,Evergreen/Semi-Evergreen,Violet Cuckoo,2,Calling,Tree,15,12
4/15/2019,Tarmuli Island-Mummy Dera,IN-AN-11 ,IN-AN-MGMNP-10,1.5,1,1.5,281.5,11°36.168'N,92°32.475' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Coucal,1,feeding,Tree,6,1
4/15/2019,Tarmuli Island-Mummy Dera,IN-AN-11 ,IN-AN-MGMNP-10,1.5,1,1.5,281.5,11°36.168'N,92°32.475' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Green-Pigeon,4,Calling,Tree,8,3
4/15/2019,Tarmuli Island-Mummy Dera,IN-AN-11 ,IN-AN-MGMNP-10,1.5,1,1.5,281.5,11°36.168'N,92°32.475' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Serpent-Eagle,1,Flying,Tree,12,5
4/15/2019,Tarmuli Island-Mummy Dera,IN-AN-11 ,IN-AN-MGMNP-10,1.5,1,1.5,281.5,11°36.168'N,92°32.475' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Collared Kingfisher,1,Resting,Tree,8,1
4/15/2019,Tarmuli Island-Mummy Dera,IN-AN-11 ,IN-AN-MGMNP-10,1.5,1,1.5,281.5,11°36.168'N,92°32.475' E,Clear Sky,Evergreen/Semi-Evergreen,Andaman Crested Serpent-Eagle,1,Calling,Tree,10,3
4/13/2019,Boat Island,IN-AN-11 ,IN-AN-MGMNP-4,1,1,1,281.5,11°47.749' N,92°42.705' E,Dusk,Mudflat,Beach thick-Knee,2,Resting,Rocky Shore,12,0
4/13/2019,Boat Island,IN-AN-11 ,IN-AN-MGMNP-4,1,1,1,281.5,11°47.749' N,92°42.705' E,Dusk,Coastal,Eurasian Whimbrel,7,Resting,Rocky Shore,12,0
4/13/2019,Boat Island,IN-AN-11 ,IN-AN-MGMNP-4,1,1,1,281.5,11°47.749' N,92°42.705' E,Dusk,Coastal,Common Kingfisher,1,Flying,Rocky Shore,12,0
4/13/2019,Boat Island,IN-AN-11 ,IN-AN-MGMNP-4,1,1,1,281.5,11°47.749' N,92°42.705' E,Dusk,Deciduous,Indian Cuckoo,1,Calling,Tree,14,5
4/13/2019,Boat Island,IN-AN-11 ,IN-AN-MGMNP-4,1,1,1,281.5,11°47.749' N,92°42.705' E,Dusk,Deciduous,Andaman Glossy Swiftlet,2,Flying,Aerial,10,1
4/13/2019,Boat Island,IN-AN-11 ,IN-AN-MGMNP-4,1,1,1,281.5,11°47.749' N,92°42.705' E,Dusk,Mudflat,Lesser Crested Tern,268,Resting,Rocky Shore,26,1
4/13/2019,Boat Island,IN-AN-11 ,IN-AN-MGMNP-4,1,1,1,281.5,11°47.749' N,92°42.705' E,Dusk,Coastal,Greater Crested Tern,22,Resting,Rocky Shore,26,1
4/13/2019,Boat Island,IN-AN-11 ,IN-AN-MGMNP-4,1,1,1,281.5,11°47.749' N,92°42.705' E,Dusk,Mudflat,Roseate Tern,43,Resting,Rocky Shore,26,1
4/13/2019,Boat Island,IN-AN-11 ,IN-AN-MGMNP-4,1,1,1,281.5,11°47.749' N,92°42.705' E,Dusk,Coastal,Black-naped Tern,35,Resting,Rocky Shore,26,1
4/13/2019,Boat Island,IN-AN-11 ,IN-AN-MGMNP-4,1,1,1,281.5,11°47.749' N,92°42.705' E,Dusk,Mudflat,Little Tern,12,Resting,Rocky Shore,26,1
4/13/2019,Boat Island,IN-AN-11 ,IN-AN-MGMNP-4,1,1,1,281.5,11°47.749' N,92°42.705' E,Dusk,Coastal,Sooty Tern,2,Resting,Rocky Shore,26,1
4/13/2019,Boat Island,IN-AN-11 ,IN-AN-MGMNP-4,1,1,1,281.5,11°47.749' N,92°42.705' E,Dusk,Mudflat,Whiskered Tern,9,Resting,Rocky Shore,26,1
4/13/2019,Boat Island,IN-AN-11 ,IN-AN-MGMNP-4,1,1,1,281.5,11°47.749' N,92°42.705' E,Dusk,Coastal,Brown Noddy,216,Resting,Rocky Shore,26,1
4/13/2019,Boat Island,IN-AN-11 ,IN-AN-MGMNP-4,1,1,1,281.5,11°47.749' N,92°42.705' E,Dusk,Deciduous,Asian Koel,2,Calling,Tree,8,2
4/13/2019,Boat Island,IN-AN-11 ,IN-AN-MGMNP-4,1,1,1,281.5,11°47.749' N,92°42.705' E,Dusk,Deciduous,Andaman Coucal,4,Calling,Tree,8,2
4/13/2019,Boat Island,IN-AN-11 ,IN-AN-MGMNP-4,1,1,1,281.5,11°47.749' N,92°42.705' E,Dusk,Deciduous,Asian Brown Flycatcher,1,Calling,Tree,8,2
